rep_fasta_id	cluster_size	members
7MOQ_EMD-23926_R	4	7KZM_EMD-23082_B,7MOQ_EMD-23926_R,7N32_EMD-22677_A,7TNS_EMD-26019_Y
7MOQ_EMD-23926_T	1	7MOQ_EMD-23926_T
7MOQ_EMD-23926_X	1	7MOQ_EMD-23926_X
7MOQ_EMD-23926_Z	1	7MOQ_EMD-23926_Z
7MP5_EMD-23929_A	4	7MOC_EMD-23924_A,7MP5_EMD-23929_A,7MP6_EMD-23930_A,7PGT_EMD-13395_A
7MT9_EMD-23978_A	2	7MT8_EMD-23977_A,7MT9_EMD-23978_A
7MUS_EMD-24020_A	6	7MUQ_EMD-24018_A,7MUS_EMD-24020_A,7MUV_EMD-24023_A,7MUW_EMD-24024_A,7MUY_EMD-24026_A,9NH0_EMD-49398_ED
7MUS_EMD-24020_B	5	7MUQ_EMD-24018_E,7MUS_EMD-24020_B,7MUV_EMD-24023_H,7MUW_EMD-24024_I,7MUY_EMD-24026_B
7MUS_EMD-24020_C	6	7MUQ_EMD-24018_D,7MUS_EMD-24020_C,7MUV_EMD-24023_I,7MUW_EMD-24024_J,7MUY_EMD-24026_C,9NH0_EMD-49398_E
7MUS_EMD-24020_DB	5	7MUQ_EMD-24018_B,7MUS_EMD-24020_DB,7MUV_EMD-24023_U,7MUW_EMD-24024_W,7MUY_EMD-24026_Q
7MUS_EMD-24020_E	6	7MUQ_EMD-24018_H,7MUS_EMD-24020_E,7MUV_EMD-24023_B,7MUW_EMD-24024_B,7MUY_EMD-24026_E,9NH0_EMD-49398_F
7MUV_EMD-24023_BB	5	7MUQ_EMD-24018_K,7MUS_EMD-24020_H,7MUV_EMD-24023_BB,7MUW_EMD-24024_E,7MUY_EMD-24026_H
7MUV_EMD-24023_C	5	7MUQ_EMD-24018_I,7MUS_EMD-24020_F,7MUV_EMD-24023_C,7MUW_EMD-24024_C,7MUY_EMD-24026_F
7MUV_EMD-24023_D	5	7MUQ_EMD-24018_J,7MUS_EMD-24020_G,7MUV_EMD-24023_D,7MUW_EMD-24024_D,7MUY_EMD-24026_G
7MUV_EMD-24023_E	5	7MUQ_EMD-24018_L,7MUS_EMD-24020_I,7MUV_EMD-24023_E,7MUW_EMD-24024_F,7MUY_EMD-24026_I
7N85_EMD-24232_A	2	7N85_EMD-24232_A,8TJ5_EMD-41300_S
7N85_EMD-24232_B	2	7N85_EMD-24232_B,8TJ5_EMD-41300_T
7N85_EMD-24232_Y	2	7N85_EMD-24232_Y,8TJ5_EMD-41300_EA
7N85_EMD-24232_Z	2	7N85_EMD-24232_Z,8TJ5_EMD-41300_FA
7N9R_EMD-24260_A	6	7N97_EMD-24251_B,7N9Q_EMD-24259_A,7N9R_EMD-24260_A,7N9S_EMD-24261_B,7N9Y_EMD-24264_B,9CM5_EMD-45739_B
7N9S_EMD-24261_A	2	7N97_EMD-24251_A,7N9S_EMD-24261_A
7N9Y_EMD-24264_A	1	7N9Y_EMD-24264_A
7NCS_EMD-12271_F	2	7NCS_EMD-12271_F,7ND0_EMD-12272_F
7NCS_EMD-12271_G	2	7NCS_EMD-12271_G,7ND0_EMD-12272_G
7ND0_EMD-12272_B	12	6SMX_EMD-10247_B,7NBX_EMD-12262_B,7NCS_EMD-12271_B,7ND0_EMD-12272_B,7RI6_EMD-24475_B,7RI7_EMD-24476_B,7RI8_EMD-24477_B,7RI9_EMD-24478_B,7RJ5_EMD-24481_C,7TSZ_EMD-26105_B,8QPU_EMD-18562_B,8QPW_EMD-18564_B
7NDG_EMD-12286_A	1	7NDG_EMD-12286_A
7NDG_EMD-12286_B	1	7NDG_EMD-12286_B
7NDG_EMD-12286_C	1	7NDG_EMD-12286_C
7NDG_EMD-12286_D	1	7NDG_EMD-12286_D
7NGF_EMD-12313_A	3	7NGC_EMD-12312_A,7NGF_EMD-12313_A,8OVF_EMD-17213_A
7NH3_EMD-12319_A	2	7NH1_EMD-12318_A,7NH3_EMD-12319_A
7NOJ_EMD-12504_A	23	7NO1_EMD-12486_A,7NO3_EMD-12488_A,7NO4_EMD-12489_A,7NO5_EMD-12490_A,7NO6_EMD-12491_A,7NO7_EMD-12492_A,7NO8_EMD-12493_A,7NO9_EMD-12494_A,7NOA_EMD-12495_A,7NOB_EMD-12496_A,7NOC_EMD-12497_A,7NOD_EMD-12498_A,7NOE_EMD-12499_A,7NOF_EMD-12500_A,7NOG_EMD-12501_A,7NOH_EMD-12502_A,7NOI_EMD-12503_A,7NOJ_EMD-12504_A,7NOM_EMD-12507_A,7NON_EMD-12508_A,7NOO_EMD-12509_A,7NOP_EMD-12510_A,7NOQ_EMD-12511_A
7NPV_EMD-12522_A	1	7NPV_EMD-12522_A
7NPV_EMD-12522_G	1	7NPV_EMD-12522_G
7NPV_EMD-12522_M	1	7NPV_EMD-12522_M
7NSU_EMD-12577_A	1	7NSU_EMD-12577_A
7NSU_EMD-12577_D	1	7NSU_EMD-12577_D
7NSU_EMD-12577_E	1	7NSU_EMD-12577_E
7NSU_EMD-12577_F	1	7NSU_EMD-12577_F
7NTF_EMD-12588_A	1	7NTF_EMD-12588_A
7NYY_EMD-12658_A	1	7NYY_EMD-12658_A
7NYY_EMD-12658_C	1	7NYY_EMD-12658_C
7NYY_EMD-12658_E	1	7NYY_EMD-12658_E
7NYY_EMD-12658_G	1	7NYY_EMD-12658_G
7O17_EMD-12692_A	1	7O17_EMD-12692_A
7O17_EMD-12692_B	1	7O17_EMD-12692_B
7O17_EMD-12692_D	1	7O17_EMD-12692_D
7O41_EMD-12715_A	1	7O41_EMD-12715_A
7O41_EMD-12715_B	1	7O41_EMD-12715_B
7OA6_EMD-12766_A	1	7OA6_EMD-12766_A
7OGT_EMD-12887_A	1	7OGT_EMD-12887_A
7OGT_EMD-12887_B	1	7OGT_EMD-12887_B
7OH1_EMD-12891_A	1	7OH1_EMD-12891_A
7OH1_EMD-12891_B	1	7OH1_EMD-12891_B
7OH1_EMD-12891_C	1	7OH1_EMD-12891_C
7OTG_EMD-13059_A	2	7OTG_EMD-13059_A,7ZKB_EMD-14761_A
7OU2_EMD-13073_A	1	7OU2_EMD-13073_A
7OVQ_EMD-13087_A	4	7OVQ_EMD-13087_A,7OVR_EMD-13088_A,9EK1_EMD-47842_A,9EK3_EMD-52060_A
7OWG_EMD-13097_A	1	7OWG_EMD-13097_A
7OWG_EMD-13097_B	1	7OWG_EMD-13097_B
7OWG_EMD-13097_C	1	7OWG_EMD-13097_C
7OWG_EMD-13097_D	1	7OWG_EMD-13097_D
7P3N_EMD-13181_A	1	7P3N_EMD-13181_A
7P3N_EMD-13181_D	1	7P3N_EMD-13181_D
7P3N_EMD-13181_G	1	7P3N_EMD-13181_G
7P3N_EMD-13181_Q	1	7P3N_EMD-13181_Q
7P3N_EMD-13181_R	1	7P3N_EMD-13181_R
7P3N_EMD-13181_S	1	7P3N_EMD-13181_S
7P3N_EMD-13181_T	1	7P3N_EMD-13181_T
7P3N_EMD-13181_U	1	7P3N_EMD-13181_U
7PCF_EMD-13319_A	2	7PCF_EMD-13319_A,9FNO_EMD-50600_A
7PCF_EMD-13319_B	2	7PCF_EMD-13319_B,9FNO_EMD-50600_B
7PCF_EMD-13319_C	1	7PCF_EMD-13319_C
7PDE_EMD-13335_A	2	7PD4_EMD-13330_A,7PDE_EMD-13335_A
7PDE_EMD-13335_B	1	7PDE_EMD-13335_B
7PE3_EMD-13346_A	1	7PE3_EMD-13346_A
7PG3_EMD-13387_A	11	7BWA_EMD-30231_A,7PG0_EMD-13385_A,7PG2_EMD-13386_A,7PG3_EMD-13387_A,7SL4_EMD-25191_A,7STI_EMD-25429_A,8DTL_EMD-27704_B,8EYX_EMD-28723_A,8EYY_EMD-28724_A,8XKM_EMD-38420_A,9DNN_EMD-47043_A
7PIM_EMD-13442_A	1	7PIM_EMD-13442_A
7PIM_EMD-13442_B	1	7PIM_EMD-13442_B
7PKY_EMD-13482_A	1	7PKY_EMD-13482_A
7PTT_EMD-13637_A	1	7PTT_EMD-13637_A
7PTY_EMD-13643_A	1	7PTY_EMD-13643_A
7Q1V_EMD-13767_A	3	7O41_EMD-12715_D,7Q1V_EMD-13767_A,8RTA_EMD-19484_A
7Q4V_EMD-13818_A	1	7Q4V_EMD-13818_A
7Q4V_EMD-13818_B	1	7Q4V_EMD-13818_B
7Q4V_EMD-13818_C	1	7Q4V_EMD-13818_C
7Q56_EMD-13827_A	3	7Q53_EMD-13824_A,7Q55_EMD-13826_A,7Q56_EMD-13827_A
7Q56_EMD-13827_B	3	7Q53_EMD-13824_B,7Q55_EMD-13826_B,7Q56_EMD-13827_B
7QCD_EMD-13895_F	1	7QCD_EMD-13895_F
7QE5_EMD-13930_A	1	7QE5_EMD-13930_A
7QE5_EMD-13930_B	1	7QE5_EMD-13930_B
7QID_EMD-10311_A	1	7QID_EMD-10311_A
7QID_EMD-10311_B	1	7QID_EMD-10311_B
7QIN_EMD-13991_L	1	7QIN_EMD-13991_L
7QJ0_EMD-14005_D	12	7QJ0_EMD-14005_D,7QJ1_EMD-14006_A,7QJ3_EMD-14008_G,7QJ6_EMD-14011_K,7QJD_EMD-14018_L,7QJE_EMD-14019_B,8VRD_EMD-43481_X,8VRJ_EMD-43482_R,9G3X_EMD-51017_E,9G3Y_EMD-51018_J,9QVM_EMD-53399_OA,9QVN_EMD-53400_NA
7QJ0_EMD-14005_G	13	7QJ0_EMD-14005_G,7QJ1_EMD-14006_G,7QJ3_EMD-14008_K,7QJ6_EMD-14011_J,7QJD_EMD-14018_K,7QJE_EMD-14019_A,8VRD_EMD-43481_W,8VRJ_EMD-43482_Q,9G3X_EMD-51017_D,9G3Y_EMD-51018_I,9I8N_EMD-52730_I,9QVM_EMD-53399_GA,9QVN_EMD-53400_EA
7QJD_EMD-14018_C	11	6X0V_EMD-21985_B,7QJ0_EMD-14005_E,7QJ1_EMD-14006_E,7QJ3_EMD-14008_I,7QJ6_EMD-14011_D,7QJD_EMD-14018_C,8VRD_EMD-43481_F,8VRJ_EMD-43482_I,9H9P_EMD-21985_D,9QVM_EMD-53399_LA,9QVN_EMD-53400_JA
7QJD_EMD-14018_D	11	7QJ0_EMD-14005_B,7QJ1_EMD-14006_D,7QJ3_EMD-14008_D,7QJ6_EMD-14011_C,7QJD_EMD-14018_D,8VRD_EMD-43481_A,8VRJ_EMD-43482_D,9G3X_EMD-51017_C,9G3Y_EMD-51018_B,9QVM_EMD-53399_A,9QVN_EMD-53400_A
7QJD_EMD-14018_G	11	7QJ0_EMD-14005_A,7QJ1_EMD-14006_B,7QJ3_EMD-14008_C,7QJ6_EMD-14011_B,7QJD_EMD-14018_G,8VRD_EMD-43481_C,8VRJ_EMD-43482_F,9G3X_EMD-51017_A,9G3Y_EMD-51018_O,9QVM_EMD-53399_D,9QVN_EMD-53400_D
7QO3_EMD-14082_A	3	7QO3_EMD-14082_A,7QO5_EMD-14084_A,7QO6_EMD-14085_A
7QO3_EMD-14082_C	3	7QO3_EMD-14082_C,7QO5_EMD-14084_C,7QO6_EMD-14085_C
7QO3_EMD-14082_D	3	7QO3_EMD-14082_D,7QO5_EMD-14084_D,7QO6_EMD-14085_D
7QO3_EMD-14082_E	3	7QO3_EMD-14082_E,7QO5_EMD-14084_E,7QO6_EMD-14085_E
7QO3_EMD-14082_F	3	7QO3_EMD-14082_F,7QO5_EMD-14084_F,7QO6_EMD-14085_F
7QO3_EMD-14082_G	3	7QO3_EMD-14082_G,7QO5_EMD-14084_G,7QO6_EMD-14085_G
7QO3_EMD-14082_H	3	7QO3_EMD-14082_H,7QO5_EMD-14084_H,7QO6_EMD-14085_H
7QO3_EMD-14082_I	3	7QO3_EMD-14082_I,7QO5_EMD-14084_I,7QO6_EMD-14085_I
7QO3_EMD-14082_J	3	7QO3_EMD-14082_J,7QO5_EMD-14084_J,7QO6_EMD-14085_J
7QO3_EMD-14082_K	3	7QO3_EMD-14082_K,7QO5_EMD-14084_K,7QO6_EMD-14085_K
7QO3_EMD-14082_NA	3	7QO3_EMD-14082_NA,7QO5_EMD-14084_NA,7QO6_EMD-14085_NA
7QO3_EMD-14082_OA	3	7QO3_EMD-14082_OA,7QO5_EMD-14084_OA,7QO6_EMD-14085_OA
7QO4_EMD-14083_C	3	7QO4_EMD-14083_C,7QO5_EMD-14084_QA,7QO6_EMD-14085_QA
7QO4_EMD-14083_D	3	7QO4_EMD-14083_D,7QO5_EMD-14084_RA,7QO6_EMD-14085_RA
7QO4_EMD-14083_E	3	7QO4_EMD-14083_E,7QO5_EMD-14084_SA,7QO6_EMD-14085_SA
7QO4_EMD-14083_F	3	7QO4_EMD-14083_F,7QO5_EMD-14084_TA,7QO6_EMD-14085_TA
7QO4_EMD-14083_G	3	7QO4_EMD-14083_G,7QO5_EMD-14084_UA,7QO6_EMD-14085_UA
7QO4_EMD-14083_H	3	7QO4_EMD-14083_H,7QO5_EMD-14084_VA,7QO6_EMD-14085_VA
7QO4_EMD-14083_I	6	6WJD_EMD-21691_S,7QO4_EMD-14083_I,7QO5_EMD-14084_WA,7QO6_EMD-14085_WA,9KHT_EMD-62354_A,9KHT_EMD-62354_B
7QO5_EMD-14084_B	3	7QO3_EMD-14082_B,7QO5_EMD-14084_B,7QO6_EMD-14085_B
7QO5_EMD-14084_CA	3	7QO3_EMD-14082_CA,7QO5_EMD-14084_CA,7QO6_EMD-14085_CA
7QO5_EMD-14084_DA	3	7QO3_EMD-14082_DA,7QO5_EMD-14084_DA,7QO6_EMD-14085_DA
7QO5_EMD-14084_EA	3	7QO3_EMD-14082_EA,7QO5_EMD-14084_EA,7QO6_EMD-14085_EA
7QO5_EMD-14084_FA	3	7QO3_EMD-14082_FA,7QO5_EMD-14084_FA,7QO6_EMD-14085_FA
7QO5_EMD-14084_GA	3	7QO3_EMD-14082_GA,7QO5_EMD-14084_GA,7QO6_EMD-14085_GA
7QO5_EMD-14084_HA	4	7QO3_EMD-14082_HA,7QO4_EMD-14083_A,7QO5_EMD-14084_HA,7QO6_EMD-14085_HA
7QO5_EMD-14084_IA	3	7QO3_EMD-14082_IA,7QO5_EMD-14084_IA,7QO6_EMD-14085_IA
7QO5_EMD-14084_JA	3	7QO3_EMD-14082_JA,7QO5_EMD-14084_JA,7QO6_EMD-14085_JA
7QO5_EMD-14084_L	3	7QO3_EMD-14082_L,7QO5_EMD-14084_L,7QO6_EMD-14085_L
7QO5_EMD-14084_M	3	7QO3_EMD-14082_M,7QO5_EMD-14084_M,7QO6_EMD-14085_M
7QO5_EMD-14084_N	3	7QO3_EMD-14082_N,7QO5_EMD-14084_N,7QO6_EMD-14085_N
7QO6_EMD-14085_KA	3	7QO3_EMD-14082_KA,7QO5_EMD-14084_KA,7QO6_EMD-14085_KA
7QO6_EMD-14085_LA	3	7QO3_EMD-14082_LA,7QO5_EMD-14084_LA,7QO6_EMD-14085_LA
7QO6_EMD-14085_MA	3	7QO3_EMD-14082_MA,7QO5_EMD-14084_MA,7QO6_EMD-14085_MA
7QO6_EMD-14085_PA	3	7QO4_EMD-14083_B,7QO5_EMD-14084_PA,7QO6_EMD-14085_PA
7QOO_EMD-14098_A	1	7QOO_EMD-14098_A
7QOO_EMD-14098_B	1	7QOO_EMD-14098_B
7QOO_EMD-14098_C	1	7QOO_EMD-14098_C
7QOO_EMD-14098_D	1	7QOO_EMD-14098_D
7QOO_EMD-14098_E	1	7QOO_EMD-14098_E
7QOO_EMD-14098_F	1	7QOO_EMD-14098_F
7QOO_EMD-14098_G	1	7QOO_EMD-14098_G
7QOO_EMD-14098_H	1	7QOO_EMD-14098_H
7QOO_EMD-14098_I	1	7QOO_EMD-14098_I
7QOO_EMD-14098_J	1	7QOO_EMD-14098_J
7QOO_EMD-14098_K	1	7QOO_EMD-14098_K
7QOO_EMD-14098_L	1	7QOO_EMD-14098_L
7QOO_EMD-14098_M	1	7QOO_EMD-14098_M
7QOO_EMD-14098_N	1	7QOO_EMD-14098_N
7QY7_EMD-14209_A	4	6WJD_EMD-21691_G,6WJN_EMD-21696_G,7QY7_EMD-14209_A,7QYA_EMD-14210_A
7QY7_EMD-14209_AA	3	6WJD_EMD-21691_BA,7QY7_EMD-14209_AA,7QYA_EMD-14210_AA
7QY7_EMD-14209_C	4	6WJD_EMD-21691_I,6WJN_EMD-21696_I,7QY7_EMD-14209_C,7QYA_EMD-14210_C
7QY7_EMD-14209_CA	4	6WJD_EMD-21691_DA,6WJN_EMD-21696_V,7QY7_EMD-14209_CA,7QYA_EMD-14210_CA
7QY7_EMD-14209_N	4	6WJD_EMD-21691_N,6WJN_EMD-21696_OA,7QY7_EMD-14209_N,7QYA_EMD-14210_N
7QY7_EMD-14209_R	4	6WJD_EMD-21691_R,6WJN_EMD-21696_SA,7QY7_EMD-14209_R,7QYA_EMD-14210_R
7QY7_EMD-14209_T	4	6WJD_EMD-21691_U,6WJN_EMD-21696_M,7QY7_EMD-14209_T,7QYA_EMD-14210_T
7QY7_EMD-14209_W	4	6WJD_EMD-21691_X,6WJN_EMD-21696_P,7QY7_EMD-14209_W,7QYA_EMD-14210_W
7QY7_EMD-14209_Z	4	6WJD_EMD-21691_AA,6WJN_EMD-21696_S,7QY7_EMD-14209_Z,7QYA_EMD-14210_Z
7QYA_EMD-14210_BA	4	6WJD_EMD-21691_CA,6WJN_EMD-21696_U,7QY7_EMD-14209_BA,7QYA_EMD-14210_BA
7QYA_EMD-14210_DA	3	6WJD_EMD-21691_EA,7QY7_EMD-14209_DA,7QYA_EMD-14210_DA
7QYA_EMD-14210_EA	4	6WJD_EMD-21691_FA,6WJN_EMD-21696_X,7QY7_EMD-14209_EA,7QYA_EMD-14210_EA
7QYA_EMD-14210_FA	4	6WJD_EMD-21691_GA,6WJN_EMD-21696_Y,7QY7_EMD-14209_FA,7QYA_EMD-14210_FA
7QYA_EMD-14210_G	4	6WJD_EMD-21691_A,6WJN_EMD-21696_A,7QY7_EMD-14209_G,7QYA_EMD-14210_G
7QYA_EMD-14210_I	4	6WJD_EMD-21691_C,6WJN_EMD-21696_C,7QY7_EMD-14209_I,7QYA_EMD-14210_I
7QYA_EMD-14210_O	4	6WJD_EMD-21691_O,6WJN_EMD-21696_PA,7QY7_EMD-14209_O,7QYA_EMD-14210_O
7QYA_EMD-14210_P	4	6WJD_EMD-21691_P,6WJN_EMD-21696_QA,7QY7_EMD-14209_P,7QYA_EMD-14210_P
7QYA_EMD-14210_Q	4	6WJD_EMD-21691_Q,6WJN_EMD-21696_RA,7QY7_EMD-14209_Q,7QYA_EMD-14210_Q
7QYA_EMD-14210_S	4	6WJD_EMD-21691_T,6WJN_EMD-21696_L,7QY7_EMD-14209_S,7QYA_EMD-14210_S
7QYA_EMD-14210_U	4	6WJD_EMD-21691_V,6WJN_EMD-21696_N,7QY7_EMD-14209_U,7QYA_EMD-14210_U
7QYA_EMD-14210_V	4	6WJD_EMD-21691_W,6WJN_EMD-21696_O,7QY7_EMD-14209_V,7QYA_EMD-14210_V
7QYA_EMD-14210_X	4	6WJD_EMD-21691_Y,6WJN_EMD-21696_Q,7QY7_EMD-14209_X,7QYA_EMD-14210_X
7R0C_EMD-14221_A	1	7R0C_EMD-14221_A
7R0C_EMD-14221_B	1	7R0C_EMD-14221_B
7R0C_EMD-14221_D	1	7R0C_EMD-14221_D
7R7T_EMD-24304_A	5	7L5X_EMD-23192_A,7MDM_EMD-23775_A,7R7T_EMD-24304_A,7Y59_EMD-33613_E,8B5R_EMD-15861_A
7R7T_EMD-24304_G	1	7R7T_EMD-24304_G
7R9H_EMD-24325_A	3	7R9H_EMD-24325_A,7R9I_EMD-24326_A,7R9J_EMD-24327_A
7RD8_EMD-24415_A	1	7RD8_EMD-24415_A
7RDR_EMD-24425_A	1	7RDR_EMD-24425_A
7RIT_EMD-23804_A	1	7RIT_EMD-23804_A
7RJ5_EMD-24481_A	3	7RJ5_EMD-24481_A,7TSZ_EMD-26105_F,7TT7_EMD-26113_E
7RJ5_EMD-24481_B	13	6SMX_EMD-10247_A,7NBX_EMD-12262_A,7NCS_EMD-12271_A,7ND0_EMD-12272_A,7RI6_EMD-24475_A,7RI7_EMD-24476_A,7RI8_EMD-24477_A,7RI9_EMD-24478_A,7RJ5_EMD-24481_B,7TSZ_EMD-26105_A,7TT7_EMD-26113_A,8QPU_EMD-18562_A,8QPW_EMD-18564_A
7RJ5_EMD-24481_D	12	7NBX_EMD-12262_C,7NCS_EMD-12271_C,7ND0_EMD-12272_C,7RI6_EMD-24475_C,7RI7_EMD-24476_C,7RI8_EMD-24477_C,7RI9_EMD-24478_C,7RJ5_EMD-24481_D,7TSZ_EMD-26105_D,7TT7_EMD-26113_B,8QPU_EMD-18562_F,8QPW_EMD-18564_C
7RJ5_EMD-24481_E	13	6SMX_EMD-10247_D,7NBX_EMD-12262_D,7NCS_EMD-12271_D,7ND0_EMD-12272_D,7RI6_EMD-24475_D,7RI7_EMD-24476_D,7RI8_EMD-24477_D,7RI9_EMD-24478_D,7RJ5_EMD-24481_E,7TSZ_EMD-26105_C,7TT7_EMD-26113_D,8QPU_EMD-18562_C,8QPW_EMD-18564_D
7RJ5_EMD-24481_F	10	7NBX_EMD-12262_E,7NCS_EMD-12271_E,7ND0_EMD-12272_E,7RI6_EMD-24475_E,7RI7_EMD-24476_E,7RI8_EMD-24477_E,7RI9_EMD-24478_E,7RJ5_EMD-24481_F,8QPU_EMD-18562_D,8QPW_EMD-18564_E
7RMF_EMD-24566_A	4	7RMF_EMD-24566_A,7RMK_EMD-24575_A,7RMO_EMD-24576_A,7RMV_EMD-24578_A
7RO3_EMD-24586_A	2	7RO2_EMD-24585_A,7RO3_EMD-24586_A
7RSI_EMD-24672_A	5	6ZPG_EMD-11338_A,6ZPH_EMD-11339_A,7RSI_EMD-24672_A,7RYP_EMD-24744_B,7RYQ_EMD-24745_A
7RSI_EMD-24672_B	1	7RSI_EMD-24672_B
7RUG_EMD-24705_A	1	7RUG_EMD-24705_A
7RWA_EMD-24712_A	1	7RWA_EMD-24712_A
7RWA_EMD-24712_B	1	7RWA_EMD-24712_B
7RWA_EMD-24712_C	1	7RWA_EMD-24712_C
7RWA_EMD-24712_D	1	7RWA_EMD-24712_D
7RWA_EMD-24712_E	1	7RWA_EMD-24712_E
7RYP_EMD-24744_A	3	6ZPH_EMD-11339_B,6ZPI_EMD-11340_A,7RYP_EMD-24744_A
7S0E_EMD-24788_C	7	7S0E_EMD-24788_C,7TDM_EMD-25834_D,7TDN_EMD-25835_D,8FFJ_EMD-29044_C,8GP3_EMD-34188_G,8U5B_EMD-41915_C,9DVC_EMD-47200_E
7S64_EMD-24849_A	1	7S64_EMD-24849_A
7S9D_EMD-24933_A	2	7S9C_EMD-24932_A,7S9D_EMD-24933_A
7SOX_EMD-25362_A	1	7SOX_EMD-25362_A
7SQJ_EMD-25386_A	1	7SQJ_EMD-25386_A
7SQK_EMD-25387_A	1	7SQK_EMD-25387_A
7SQK_EMD-25387_B	1	7SQK_EMD-25387_B
7SQK_EMD-25387_C	1	7SQK_EMD-25387_C
7SQK_EMD-25387_D	1	7SQK_EMD-25387_D
7SQK_EMD-25387_E	1	7SQK_EMD-25387_E
7SQK_EMD-25387_F	1	7SQK_EMD-25387_F
7SQK_EMD-25387_G	1	7SQK_EMD-25387_G
7SQK_EMD-25387_H	1	7SQK_EMD-25387_H
7SXA_EMD-25496_A	1	7SXA_EMD-25496_A
7SZ6_EMD-25562_A	2	7SZ4_EMD-25560_A,7SZ6_EMD-25562_A
7T17_EMD-25606_A	1	7T17_EMD-25606_A
7T17_EMD-25606_B	1	7T17_EMD-25606_B
7T17_EMD-25606_C	1	7T17_EMD-25606_C
7T17_EMD-25606_D	1	7T17_EMD-25606_D
7T17_EMD-25606_G	1	7T17_EMD-25606_G
7T54_EMD-25694_A	1	7T54_EMD-25694_A
7T8C_EMD-25744_A	1	7T8C_EMD-25744_A
7TC9_EMD-25806_C	2	7TC9_EMD-25806_C,7U0D_EMD-26256_C
7TDM_EMD-25834_A	3	7TDM_EMD-25834_A,7TDN_EMD-25835_A,8U5B_EMD-41915_A
7TDN_EMD-25835_B	3	7TDM_EMD-25834_B,7TDN_EMD-25835_B,8U5B_EMD-41915_B
7TDZ_EMD-25817_AA	1	7TDZ_EMD-25817_AA
7TDZ_EMD-25817_C	1	7TDZ_EMD-25817_C
7TDZ_EMD-25817_D	1	7TDZ_EMD-25817_D
7TDZ_EMD-25817_E	1	7TDZ_EMD-25817_E
7TDZ_EMD-25817_L	3	6LK8_EMD-0909_C,7TDZ_EMD-25817_L,7WB4_EMD-32394_C
7TDZ_EMD-25817_N	3	6LK8_EMD-0909_B,7TDZ_EMD-25817_N,7WB4_EMD-32394_B
7TDZ_EMD-25817_V	3	6LK8_EMD-0909_F,7TDZ_EMD-25817_V,7WB4_EMD-32394_D
7TDZ_EMD-25817_X	3	6LK8_EMD-0909_E,7TDZ_EMD-25817_X,7WB4_EMD-32394_H
7TEE_EMD-25845_E	1	7TEE_EMD-25845_E
7TEE_EMD-25845_F	1	7TEE_EMD-25845_F
7TER_EMD-25850_F	3	7TEQ_EMD-25849_F,7TER_EMD-25850_F,7TES_EMD-25851_F
7TES_EMD-25851_B	4	7TEE_EMD-25845_B,7TEQ_EMD-25849_B,7TER_EMD-25850_B,7TES_EMD-25851_B
7TES_EMD-25851_E	3	7TEQ_EMD-25849_E,7TER_EMD-25850_E,7TES_EMD-25851_E
7THZ_EMD-25907_A	2	7THY_EMD-25906_A,7THZ_EMD-25907_A
7TIJ_EMD-25911_G	3	7TIJ_EMD-25911_G,7TIT_EMD-25914_G,7TJ7_EMD-25918_G
7TK2_EMD-25954_AA	27	7TK1_EMD-25949_AA,7TK2_EMD-25954_AA,7TK3_EMD-25955_AA,7TK4_EMD-25956_AA,7TK5_EMD-25957_AA,7TK6_EMD-25958_AA,7TK7_EMD-25959_AA,7TK8_EMD-25960_AA,7TK9_EMD-25961_AA,7TKA_EMD-25962_AA,7TKB_EMD-25963_AA,7TKC_EMD-25964_AA,7TKD_EMD-25965_AA,7TKE_EMD-25966_AA,7TKF_EMD-25967_AA,7TKG_EMD-25968_AA,7TKI_EMD-25970_AA,7TKJ_EMD-25971_AA,7TKK_EMD-25972_AA,7TKL_EMD-25973_AA,7TKM_EMD-25974_AA,7TKN_EMD-25975_AA,7TKO_EMD-25976_AA,7TKP_EMD-25977_AA,7TKQ_EMD-25978_AA,7TKR_EMD-25979_AA,7TKS_EMD-25980_AA
7TK2_EMD-25954_K	27	7TK1_EMD-25949_K,7TK2_EMD-25954_K,7TK3_EMD-25955_K,7TK4_EMD-25956_K,7TK5_EMD-25957_K,7TK6_EMD-25958_K,7TK7_EMD-25959_K,7TK8_EMD-25960_K,7TK9_EMD-25961_K,7TKA_EMD-25962_K,7TKB_EMD-25963_K,7TKC_EMD-25964_K,7TKD_EMD-25965_K,7TKE_EMD-25966_K,7TKF_EMD-25967_K,7TKG_EMD-25968_K,7TKI_EMD-25970_K,7TKJ_EMD-25971_K,7TKK_EMD-25972_K,7TKL_EMD-25973_K,7TKM_EMD-25974_K,7TKN_EMD-25975_K,7TKO_EMD-25976_K,7TKP_EMD-25977_K,7TKQ_EMD-25978_K,7TKR_EMD-25979_K,7TKS_EMD-25980_K
