rep_fasta_id	members
7DGQ_EMD-30673_S	7DGQ_EMD-30673_S,7DGR_EMD-30674_YB,7DGS_EMD-30675_YB,8UGR_EMD-42233_BF
7DGQ_EMD-30673_R	7DGQ_EMD-30673_R,7DGR_EMD-30674_XB,7DGS_EMD-30675_XB,8UGR_EMD-42233_AF
7DGQ_EMD-30673_Q	7DGQ_EMD-30673_Q,7DGR_EMD-30674_WB,7DGS_EMD-30675_WB,8UGR_EMD-42233_WB
7DGQ_EMD-30673_P	7DGQ_EMD-30673_P,7DGR_EMD-30674_VB,7DGS_EMD-30675_VB,8UGR_EMD-42233_VB
7DGQ_EMD-30673_O	7DGQ_EMD-30673_O,7DGR_EMD-30674_UB,7DGS_EMD-30675_UB,8UGR_EMD-42233_UB
7DGQ_EMD-30673_N	7DGQ_EMD-30673_N,7DGR_EMD-30674_TB,7DGS_EMD-30675_TB,8UGR_EMD-42233_TB
7DGQ_EMD-30673_M	7DGQ_EMD-30673_M,7DGR_EMD-30674_SB,7DGS_EMD-30675_SB,8UGR_EMD-42233_SB
7DGQ_EMD-30673_L	7DGQ_EMD-30673_L,7DGR_EMD-30674_RB,7DGS_EMD-30675_RB,8UGR_EMD-42233_RB
7DGQ_EMD-30673_K	7DGQ_EMD-30673_K,7DGR_EMD-30674_QB,7DGS_EMD-30675_QB,8UGR_EMD-42233_QB
7DGQ_EMD-30673_J	7DGQ_EMD-30673_J,7DGR_EMD-30674_PB,7DGS_EMD-30675_PB,8UGR_EMD-42233_PB
7DGQ_EMD-30673_A	7DGQ_EMD-30673_A,7DGR_EMD-30674_G,7DGS_EMD-30675_I,8UGR_EMD-42233_A
7DGR_EMD-30674_HB	7DGR_EMD-30674_HB
7DNK_EMD-30786_C	7DNK_EMD-30786_C
7DNK_EMD-30786_B	7DNK_EMD-30786_B
7DNK_EMD-30786_A	7DNK_EMD-30786_A
7E6U_EMD-30997_B	7E6U_EMD-30997_B
7E6U_EMD-30997_A	7E6U_EMD-30997_A,7SIN_EMD-25145_A
7E81_EMD-31007_A	7E81_EMD-31007_A,8UOX_EMD-42439_A,8UPL_EMD-42451_A,8VIB_EMD-43256_A,8VID_EMD-43258_A,8VKQ_EMD-43327_A,8VKR_EMD-43328_A,8WIW_EMD-37570_B,8WO5_EMD-37679_AB,8YJT_EMD-39349_B
7E8G_EMD-31018_A	7E8G_EMD-31018_A,7E8H_EMD-31019_B,7E8H_EMD-31019_A
7E8H_EMD-31019_E	7E8H_EMD-31019_E,7E8H_EMD-31019_C
7E8H_EMD-31019_D	7E8H_EMD-31019_D
7E93_EMD-31027_A	7E93_EMD-31027_A,7E94_EMD-31028_A
7E93_EMD-31027_B	7E93_EMD-31027_B,7E94_EMD-31028_B
7E93_EMD-31027_C	7E93_EMD-31027_C,7E94_EMD-31028_C
7E93_EMD-31027_E	7E93_EMD-31027_E,7E94_EMD-31028_E
7E93_EMD-31027_G	7E93_EMD-31027_G,7E94_EMD-31028_G
7E93_EMD-31027_H	7E93_EMD-31027_H,7E94_EMD-31028_H
7E93_EMD-31027_I	7E93_EMD-31027_I,7E94_EMD-31028_I
7E93_EMD-31027_J	7E93_EMD-31027_J,7E94_EMD-31028_J
7E93_EMD-31027_K	7E93_EMD-31027_K,7E94_EMD-31028_K
7E93_EMD-31027_D	7E93_EMD-31027_D,7E94_EMD-31028_D
7ETM_EMD-31299_A	7ETM_EMD-31299_A,8HEU_EMD-34692_A
7EWR_EMD-31363_B	7EWR_EMD-31363_B
7EWR_EMD-31363_C	7EWR_EMD-31363_C
7EWR_EMD-31363_A	7EWR_EMD-31363_A
7EYE_EMD-31382_A	7EYE_EMD-31382_A
7EYF_EMD-31383_A	7EYF_EMD-31383_A
7EYQ_EMD-31384_A	7EYQ_EMD-31384_A
7F46_EMD-31444_D	7F46_EMD-31444_D
7F9O_EMD-31498_I	7F9O_EMD-31498_I
7F9O_EMD-31498_H	7F9O_EMD-31498_H
7F9O_EMD-31498_G	7F9O_EMD-31498_G
7F9O_EMD-31498_F	7F9O_EMD-31498_F
7F9O_EMD-31498_E	7F9O_EMD-31498_E
7F9O_EMD-31498_CB	7F9O_EMD-31498_CB
7F9O_EMD-31498_BB	7F9O_EMD-31498_BB
7F9O_EMD-31498_NA	7F9O_EMD-31498_NA
7F9O_EMD-31498_D	7F9O_EMD-31498_D
7F9O_EMD-31498_MA	7F9O_EMD-31498_MA
7F9O_EMD-31498_LA	7F9O_EMD-31498_LA
7F9O_EMD-31498_KA	7F9O_EMD-31498_KA
7F9O_EMD-31498_JA	7F9O_EMD-31498_JA
7F9O_EMD-31498_IA	7F9O_EMD-31498_IA
7F9O_EMD-31498_HA	7F9O_EMD-31498_HA
7F9O_EMD-31498_GA	7F9O_EMD-31498_GA
7F9O_EMD-31498_FA	7F9O_EMD-31498_FA
7F9O_EMD-31498_EA	7F9O_EMD-31498_EA
7F9O_EMD-31498_C	7F9O_EMD-31498_C
7F9O_EMD-31498_CA	7F9O_EMD-31498_CA
7F9O_EMD-31498_BA	7F9O_EMD-31498_BA
7F9O_EMD-31498_AA	7F9O_EMD-31498_AA
7F9O_EMD-31498_Z	7F9O_EMD-31498_Z
7F9O_EMD-31498_Y	7F9O_EMD-31498_Y
7F9O_EMD-31498_X	7F9O_EMD-31498_X
7F9O_EMD-31498_W	7F9O_EMD-31498_W
7F9O_EMD-31498_V	7F9O_EMD-31498_V
7F9O_EMD-31498_U	7F9O_EMD-31498_U
7F9O_EMD-31498_T	7F9O_EMD-31498_T
7F9O_EMD-31498_B	7F9O_EMD-31498_B
7F9O_EMD-31498_S	7F9O_EMD-31498_S
7F9O_EMD-31498_R	7F9O_EMD-31498_R
7F9O_EMD-31498_Q	7F9O_EMD-31498_Q
7F9O_EMD-31498_P	7F9O_EMD-31498_P
7F9O_EMD-31498_O	7F9O_EMD-31498_O
7F9O_EMD-31498_N	7F9O_EMD-31498_N
7F9O_EMD-31498_M	7F9O_EMD-31498_M
7F9O_EMD-31498_L	7F9O_EMD-31498_L
7F9O_EMD-31498_K	7F9O_EMD-31498_K
7F9O_EMD-31498_J	7F9O_EMD-31498_J
7F9O_EMD-31498_A	7F9O_EMD-31498_A
7FDB_EMD-31539_Q	7FDB_EMD-31539_Q,7FDC_EMD-31540_Q
7FDB_EMD-31539_P	7FDB_EMD-31539_P,7FDC_EMD-31540_P
7FDB_EMD-31539_O	7FDB_EMD-31539_O,7FDC_EMD-31540_O
7FDB_EMD-31539_N	7FDB_EMD-31539_N,7FDC_EMD-31540_N
7FDB_EMD-31539_M	7FDB_EMD-31539_M,7FDC_EMD-31540_M
7FDB_EMD-31539_H	7FDB_EMD-31539_H,7FDC_EMD-31540_H
7FDB_EMD-31539_G	7FDB_EMD-31539_G,7FDC_EMD-31540_G
7FDB_EMD-31539_B	7FDB_EMD-31539_B,7FDC_EMD-31540_B
7FDB_EMD-31539_EA	7FDB_EMD-31539_EA,7FDC_EMD-31540_EA
7FDB_EMD-31539_DA	7FDB_EMD-31539_DA,7FDC_EMD-31540_DA
7FDB_EMD-31539_CA	7FDB_EMD-31539_CA,7FDC_EMD-31540_CA
7FDB_EMD-31539_U	7FDB_EMD-31539_U,7FDC_EMD-31540_U
7FDB_EMD-31539_T	7FDB_EMD-31539_T,7FDC_EMD-31540_T
7FDB_EMD-31539_S	7FDB_EMD-31539_S,7FDC_EMD-31540_S
7FDB_EMD-31539_R	7FDB_EMD-31539_R,7FDC_EMD-31540_R
7FDB_EMD-31539_A	7FDB_EMD-31539_A,7FDC_EMD-31540_A
7FIF_EMD-31595_A	7FIF_EMD-31595_A
7FJ3_EMD-31612_B	7FJ3_EMD-31612_B
7FJ3_EMD-31612_I	7FJ3_EMD-31612_I
7FJ3_EMD-31612_F	7FJ3_EMD-31612_F
7FJ3_EMD-31612_A	7FJ3_EMD-31612_A
7JGF_EMD-22325_A	7JGF_EMD-22325_A
7JGG_EMD-22326_A	7JGG_EMD-22326_A
7JGJ_EMD-22328_C	7JGJ_EMD-22328_C
7JGJ_EMD-22328_B	7JGJ_EMD-22328_B
7JGJ_EMD-22328_A	7JGJ_EMD-22328_A
7JLX_EMD-22383_A	7JLX_EMD-22383_A
7JPU_EMD-22423_A	7JPU_EMD-22423_A
7JTI_EMD-22474_F	7JTI_EMD-22474_F
7JTI_EMD-22474_E	7JTI_EMD-22474_E
7JTI_EMD-22474_D	7JTI_EMD-22474_D
7JTI_EMD-22474_C	7JTI_EMD-22474_C
7JTI_EMD-22474_B	7JTI_EMD-22474_B
7JTS_EMD-22480_M	7JTS_EMD-22480_M
7JTS_EMD-22480_L	7JTS_EMD-22480_L
7JTS_EMD-22480_K	7JTS_EMD-22480_K
7JTS_EMD-22480_C	7JTS_EMD-22480_C,7KZM_EMD-23082_Y
7JTS_EMD-22480_A	7JTS_EMD-22480_A
7K08_EMD-22589_A	7K08_EMD-22589_A
7K1V_EMD-22630_A	7K1V_EMD-22630_A
7K1W_EMD-22631_A	7K1W_EMD-22631_A
7K2V_EMD-22647_B	7K2V_EMD-22647_B
7K2V_EMD-22647_A	7K2V_EMD-22647_A
7K5B_EMD-22679_I	7K5B_EMD-22679_I,7KEK_EMD-22840_E,7MOQ_EMD-23926_I
7K5B_EMD-22679_H	7K5B_EMD-22679_H,7KEK_EMD-22840_F,7MOQ_EMD-23926_H
7K5B_EMD-22679_G	7K5B_EMD-22679_G,7KEK_EMD-22840_G,7MOQ_EMD-23926_G
7K5B_EMD-22679_F	7K5B_EMD-22679_F,7KEK_EMD-22840_H,7MOQ_EMD-23926_F
7K5B_EMD-22679_E	7K5B_EMD-22679_E,7KEK_EMD-22840_K,7MOQ_EMD-23926_E
7K5B_EMD-22679_D	7K5B_EMD-22679_D,7KEK_EMD-22840_L,7MOQ_EMD-23926_D
7K5B_EMD-22679_C	7K5B_EMD-22679_C,7KEK_EMD-22840_B,7MOQ_EMD-23926_A
7K5B_EMD-22679_B	7K5B_EMD-22679_B,7KEK_EMD-22840_D,7MOQ_EMD-23926_B
7K5B_EMD-22679_R	7K5B_EMD-22679_R
7K5B_EMD-22679_Q	7K5B_EMD-22679_Q,7KEK_EMD-22840_C
7K5B_EMD-22679_P	7K5B_EMD-22679_P,7KEK_EMD-22840_M
7K5B_EMD-22679_O	7K5B_EMD-22679_O,7KEK_EMD-22840_J,7MOQ_EMD-23926_N
7K5B_EMD-22679_N	7K5B_EMD-22679_N,7KEK_EMD-22840_I,7MOQ_EMD-23926_O
7K5B_EMD-22679_M	7K5B_EMD-22679_M,7KEK_EMD-22840_Q,7MOQ_EMD-23926_M
7K5B_EMD-22679_L	7K5B_EMD-22679_L,7KEK_EMD-22840_N,7MOQ_EMD-23926_L
7K5B_EMD-22679_K	7K5B_EMD-22679_K,7KEK_EMD-22840_O,7MOQ_EMD-23926_J
7K5B_EMD-22679_J	7K5B_EMD-22679_J,7KEK_EMD-22840_P,7MOQ_EMD-23926_K
7K5B_EMD-22679_A	7K5B_EMD-22679_A,7KEK_EMD-22840_A,7MOQ_EMD-23926_C
7K9L_EMD-22754_A	7K9L_EMD-22754_A
7KPW_EMD-22990_A	7KPW_EMD-22990_A
7KS0_EMD-23014_B	7KS0_EMD-23014_B,7KS3_EMD-23015_B
7KS0_EMD-23014_A	7KS0_EMD-23014_A,7KS3_EMD-23015_A
7KTP_EMD-23025_D	7KTP_EMD-23025_D,7Y5V_EMD-33626_D,8IQF_EMD-35660_D
7KTP_EMD-23025_C	7KTP_EMD-23025_C
7KTP_EMD-23025_B	7KTP_EMD-23025_B
7KTP_EMD-23025_A	7KTP_EMD-23025_A
7KTV_EMD-23031_A	7KTV_EMD-23031_A
7KVC_EMD-23046_A	7KVC_EMD-23046_A,7KVD_EMD-23047_A
7KZM_EMD-23082_P	7KZM_EMD-23082_P
7KZM_EMD-23082_S	7KZM_EMD-23082_S
7KZM_EMD-23082_X	7KZM_EMD-23082_X
7KZM_EMD-23082_U	7KZM_EMD-23082_U
7KZM_EMD-23082_T	7KZM_EMD-23082_T
7KZM_EMD-23082_R	7KZM_EMD-23082_R
7KZM_EMD-23082_Q	7KZM_EMD-23082_Q
7KZM_EMD-23082_O	7KZM_EMD-23082_O
7KZM_EMD-23082_KA	7KZM_EMD-23082_KA
7KZM_EMD-23082_B	7KZM_EMD-23082_B,7MOQ_EMD-23926_R,7N32_EMD-22677_A,7TNS_EMD-26019_Y
7KZM_EMD-23082_HA	7KZM_EMD-23082_HA
7KZM_EMD-23082_EA	7KZM_EMD-23082_EA
7KZM_EMD-23082_DA	7KZM_EMD-23082_DA
7KZM_EMD-23082_CA	7KZM_EMD-23082_CA
7KZM_EMD-23082_W	7KZM_EMD-23082_W
7KZM_EMD-23082_V	7KZM_EMD-23082_V
7L0S_EMD-23102_E	7L0S_EMD-23102_E,8P13_EMD-17344_D,8P15_EMD-17345_D,9EPR_EMD-19884_C
7L0S_EMD-23102_D	7L0S_EMD-23102_D,7YU7_EMD-34101_C,7YU8_EMD-34102_C,8DDW_EMD-27344_I,8P13_EMD-17344_C,8P15_EMD-17345_C,8SL3_EMD-40572_B,8XWQ_EMD-38741_D,9EPR_EMD-19884_B
7L0S_EMD-23102_C	7L0S_EMD-23102_C,7YU7_EMD-34101_A,7YU8_EMD-34102_B,8P13_EMD-17344_B,8P15_EMD-17345_B,8XWQ_EMD-38741_C,9EPR_EMD-19884_A
7L0S_EMD-23102_B	7L0S_EMD-23102_B
7L0S_EMD-23102_A	7L0S_EMD-23102_A
7L5X_EMD-23192_A	7L5X_EMD-23192_A,7MDM_EMD-23775_A,7R7T_EMD-24304_A,7Y59_EMD-33613_E,8B5R_EMD-15861_A
7L6M_EMD-23145_B	7L6M_EMD-23145_B
7L6M_EMD-23145_A	7L6M_EMD-23145_A
7L6N_EMD-23206_H	7L6N_EMD-23206_H
7L6N_EMD-23206_A	7L6N_EMD-23206_A
7LGE_EMD-23321_A	7LGE_EMD-23321_A,7LGF_EMD-23322_A,7LGG_EMD-23323_A
7LHH_EMD-23340_D	7LHH_EMD-23340_D,7LHI_EMD-23341_B
7LHH_EMD-23340_C	7LHH_EMD-23340_C,7LHI_EMD-23341_E
7LHH_EMD-23340_B	7LHH_EMD-23340_B,7LHI_EMD-23341_D
7LHH_EMD-23340_A	7LHH_EMD-23340_A,7LHI_EMD-23341_A
7LHI_EMD-23341_C	7LHI_EMD-23341_C
7LRG_EMD-23497_G	7LRG_EMD-23497_G
7LUM_EMD-23522_A	7LUM_EMD-23522_A,7LUP_EMD-23526_A,7X6Q_EMD-33025_C,9FQR_EMD-50664_GV
7LUM_EMD-23522_E	7LUM_EMD-23522_E,7LUP_EMD-23526_E,7X6Q_EMD-33025_F,9FQR_EMD-50664_EV
7LUM_EMD-23522_G	7LUM_EMD-23522_G,7LUP_EMD-23526_G,7X6Q_EMD-33025_D,9FQR_EMD-50664_CV
7LUM_EMD-23522_I	7LUM_EMD-23522_I,7LUP_EMD-23526_I,7X6Q_EMD-33025_E,9FQR_EMD-50664_RQ
7LUM_EMD-23522_K	7LUM_EMD-23522_K,7LUP_EMD-23526_K,7X6Q_EMD-33025_G,9FQR_EMD-50664_TQ
7LUM_EMD-23522_M	7LUM_EMD-23522_M,7LUP_EMD-23526_M,7X6Q_EMD-33025_H,9FQR_EMD-50664_PQ
7LUM_EMD-23522_O	7LUM_EMD-23522_O,7LUP_EMD-23526_O,7X6Q_EMD-33025_A,9FQR_EMD-50664_NU
7LUM_EMD-23522_C	7LUM_EMD-23522_C,7LUP_EMD-23526_C,7X6Q_EMD-33025_B,9FQR_EMD-50664_AV
7LVT_EMD-23542_A	7LVT_EMD-23542_A,7YSJ_EMD-34076_A
7LZ6_EMD-23603_D	7LZ6_EMD-23603_D,7V3J_EMD-31681_B,7XXL_EMD-33506_A,7YAR_EMD-33718_B,8UDG_EMD-42149_E,8YBS_EMD-34546_D,8YBZ_EMD-34603_E,8Z6Q_EMD-39801_B
7LZ6_EMD-23603_C	7LZ6_EMD-23603_C
7LZ6_EMD-23603_A	7LZ6_EMD-23603_A
7MBZ_EMD-23751_A	7MBZ_EMD-23751_A
7MBZ_EMD-23751_B	7MBZ_EMD-23751_B
7MBZ_EMD-23751_D	7MBZ_EMD-23751_D
7MD4_EMD-23766_F	7MD4_EMD-23766_F,7PG0_EMD-13385_D,7PG2_EMD-13386_D,7PG3_EMD-13387_D,7QID_EMD-10311_F,7SL4_EMD-25191_C
7MD4_EMD-23766_E	7MD4_EMD-23766_E,7PG0_EMD-13385_C,7PG2_EMD-13386_C,7PG3_EMD-13387_C,7QID_EMD-10311_E,7SL4_EMD-25191_E
7MD4_EMD-23766_C	7MD4_EMD-23766_C,7U6D_EMD-26363_B
7MD4_EMD-23766_A	7MD4_EMD-23766_A
7MH0_EMD-23832_A	7MH0_EMD-23832_A
7MKQ_EMD-23903_F	7MKQ_EMD-23903_F
7MKQ_EMD-23903_E	7MKQ_EMD-23903_E,9M7Z_EMD-63698_E
7MKQ_EMD-23903_D	7MKQ_EMD-23903_D,9M7Z_EMD-63698_B
7MKQ_EMD-23903_C	7MKQ_EMD-23903_C,9M7Z_EMD-63698_A
7MKQ_EMD-23903_A	7MKQ_EMD-23903_A
7MOB_EMD-23923_C	7MOB_EMD-23923_C
7MOB_EMD-23923_A	7MOB_EMD-23923_A
7MOC_EMD-23924_A	7MOC_EMD-23924_A,7MP5_EMD-23929_A,7MP6_EMD-23930_A,7PGT_EMD-13395_A
7MOQ_EMD-23926_P	7MOQ_EMD-23926_P
7MOQ_EMD-23926_T	7MOQ_EMD-23926_T
7MOQ_EMD-23926_X	7MOQ_EMD-23926_X
7MOQ_EMD-23926_Z	7MOQ_EMD-23926_Z
7MT8_EMD-23977_B	7MT8_EMD-23977_B,7MT9_EMD-23978_B,8P13_EMD-17344_A,8P15_EMD-17345_A
7MT8_EMD-23977_A	7MT8_EMD-23977_A,7MT9_EMD-23978_A
7MUQ_EMD-24018_L	7MUQ_EMD-24018_L,7MUS_EMD-24020_I,7MUV_EMD-24023_E,7MUW_EMD-24024_F,7MUY_EMD-24026_I
7MUQ_EMD-24018_K	7MUQ_EMD-24018_K,7MUS_EMD-24020_H,7MUV_EMD-24023_BB,7MUW_EMD-24024_E,7MUY_EMD-24026_H
7MUQ_EMD-24018_J	7MUQ_EMD-24018_J,7MUS_EMD-24020_G,7MUV_EMD-24023_D,7MUW_EMD-24024_D,7MUY_EMD-24026_G
7MUQ_EMD-24018_I	7MUQ_EMD-24018_I,7MUS_EMD-24020_F,7MUV_EMD-24023_C,7MUW_EMD-24024_C,7MUY_EMD-24026_F
7MUQ_EMD-24018_H	7MUQ_EMD-24018_H,7MUS_EMD-24020_E,7MUV_EMD-24023_B,7MUW_EMD-24024_B,7MUY_EMD-24026_E,9NH0_EMD-49398_F
7MUQ_EMD-24018_E	7MUQ_EMD-24018_E,7MUS_EMD-24020_B,7MUV_EMD-24023_H,7MUW_EMD-24024_I,7MUY_EMD-24026_B
7MUQ_EMD-24018_D	7MUQ_EMD-24018_D,7MUS_EMD-24020_C,7MUV_EMD-24023_I,7MUW_EMD-24024_J,7MUY_EMD-24026_C,9NH0_EMD-49398_E
7MUQ_EMD-24018_B	7MUQ_EMD-24018_B,7MUS_EMD-24020_DB,7MUV_EMD-24023_U,7MUW_EMD-24024_W,7MUY_EMD-24026_Q
7MUQ_EMD-24018_A	7MUQ_EMD-24018_A,7MUS_EMD-24020_A,7MUV_EMD-24023_A,7MUW_EMD-24024_A,7MUY_EMD-24026_A,9NH0_EMD-49398_ED
7N85_EMD-24232_U	7N85_EMD-24232_U,8TJ5_EMD-41300_CA
7N85_EMD-24232_R	7N85_EMD-24232_R,8TJ5_EMD-41300_BA
7N85_EMD-24232_Q	7N85_EMD-24232_Q,8TJ5_EMD-41300_AA
7N85_EMD-24232_G	7N85_EMD-24232_G,8TJ5_EMD-41300_W
7N85_EMD-24232_F	7N85_EMD-24232_F,8TJ5_EMD-41300_V
7N85_EMD-24232_E	7N85_EMD-24232_E,8TJ5_EMD-41300_U
7N85_EMD-24232_B	7N85_EMD-24232_B,8TJ5_EMD-41300_T
7N85_EMD-24232_Z	7N85_EMD-24232_Z,8TJ5_EMD-41300_FA
7N85_EMD-24232_Y	7N85_EMD-24232_Y,8TJ5_EMD-41300_EA
7N85_EMD-24232_A	7N85_EMD-24232_A,8TJ5_EMD-41300_S
7N97_EMD-24251_B	7N97_EMD-24251_B,7N9Q_EMD-24259_A,7N9R_EMD-24260_A,7N9S_EMD-24261_B,7N9Y_EMD-24264_B,9CM5_EMD-45739_B
7N97_EMD-24251_A	7N97_EMD-24251_A,7N9S_EMD-24261_A
7N9Y_EMD-24264_A	7N9Y_EMD-24264_A
7NBX_EMD-12262_C	7NBX_EMD-12262_C,7NCS_EMD-12271_C,7ND0_EMD-12272_C,7RI6_EMD-24475_C,7RI7_EMD-24476_C,7RI8_EMD-24477_C,7RI9_EMD-24478_C,7RJ5_EMD-24481_D,7TSZ_EMD-26105_D,7TT7_EMD-26113_B,8QPU_EMD-18562_F,8QPW_EMD-18564_C
7NCS_EMD-12271_G	7NCS_EMD-12271_G,7ND0_EMD-12272_G
7NCS_EMD-12271_F	7NCS_EMD-12271_F,7ND0_EMD-12272_F
7NDG_EMD-12286_D	7NDG_EMD-12286_D
7NDG_EMD-12286_C	7NDG_EMD-12286_C
7NDG_EMD-12286_B	7NDG_EMD-12286_B
7NDG_EMD-12286_A	7NDG_EMD-12286_A
7NGC_EMD-12312_A	7NGC_EMD-12312_A,7NGF_EMD-12313_A,8OVF_EMD-17213_A
7NH1_EMD-12318_A	7NH1_EMD-12318_A,7NH3_EMD-12319_A
7NO1_EMD-12486_A	7NO1_EMD-12486_A,7NO3_EMD-12488_A,7NO4_EMD-12489_A,7NO5_EMD-12490_A,7NO6_EMD-12491_A,7NO7_EMD-12492_A,7NO8_EMD-12493_A,7NO9_EMD-12494_A,7NOA_EMD-12495_A,7NOB_EMD-12496_A,7NOC_EMD-12497_A,7NOD_EMD-12498_A,7NOE_EMD-12499_A,7NOF_EMD-12500_A,7NOG_EMD-12501_A,7NOH_EMD-12502_A,7NOI_EMD-12503_A,7NOJ_EMD-12504_A,7NOM_EMD-12507_A,7NON_EMD-12508_A,7NOO_EMD-12509_A,7NOP_EMD-12510_A,7NOQ_EMD-12511_A
7NPV_EMD-12522_M	7NPV_EMD-12522_M
7NPV_EMD-12522_G	7NPV_EMD-12522_G
7NPV_EMD-12522_A	7NPV_EMD-12522_A
7NSU_EMD-12577_F	7NSU_EMD-12577_F
7NSU_EMD-12577_E	7NSU_EMD-12577_E
7NSU_EMD-12577_D	7NSU_EMD-12577_D
7NSU_EMD-12577_A	7NSU_EMD-12577_A
7NTF_EMD-12588_A	7NTF_EMD-12588_A
7NYY_EMD-12658_A	7NYY_EMD-12658_A
7NYY_EMD-12658_C	7NYY_EMD-12658_C
7NYY_EMD-12658_E	7NYY_EMD-12658_E
7NYY_EMD-12658_G	7NYY_EMD-12658_G
7O17_EMD-12692_A	7O17_EMD-12692_A
7O17_EMD-12692_B	7O17_EMD-12692_B
7O17_EMD-12692_D	7O17_EMD-12692_D
7O3W_EMD-12710_A	7O3W_EMD-12710_A,7O3Z_EMD-12714_A,8QFV_EMD-18384_A,8QHV_EMD-18420_A,8QHW_EMD-18421_A,8QHX_EMD-18426_A,8QHY_EMD-18427_A,8QHZ_EMD-18428_A,8QI0_EMD-18429_A,8QI1_EMD-18430_A,8QI2_EMD-18431_A,8QI3_EMD-18432_A,8QI4_EMD-18433_A,8QI5_EMD-18434_A,8QI6_EMD-18435_A,9EOM_EMD-19863_A,9EON_EMD-19864_A
7O41_EMD-12715_D	7O41_EMD-12715_D,7Q1V_EMD-13767_A,8RTA_EMD-19484_A
7O41_EMD-12715_B	7O41_EMD-12715_B
7O41_EMD-12715_A	7O41_EMD-12715_A
7OA6_EMD-12766_A	7OA6_EMD-12766_A
7OGT_EMD-12887_B	7OGT_EMD-12887_B
7OGT_EMD-12887_A	7OGT_EMD-12887_A
7OH1_EMD-12891_A	7OH1_EMD-12891_A
7OH1_EMD-12891_B	7OH1_EMD-12891_B
7OH1_EMD-12891_C	7OH1_EMD-12891_C
7OTG_EMD-13059_A	7OTG_EMD-13059_A,7ZKB_EMD-14761_A
7OU2_EMD-13073_A	7OU2_EMD-13073_A
7OVQ_EMD-13087_A	7OVQ_EMD-13087_A,7OVR_EMD-13088_A,9EK1_EMD-47842_A,9EK3_EMD-52060_A
7OWG_EMD-13097_A	7OWG_EMD-13097_A
7OWG_EMD-13097_B	7OWG_EMD-13097_B
7OWG_EMD-13097_C	7OWG_EMD-13097_C
7OWG_EMD-13097_D	7OWG_EMD-13097_D
7P3N_EMD-13181_U	7P3N_EMD-13181_U
7P3N_EMD-13181_T	7P3N_EMD-13181_T
7P3N_EMD-13181_S	7P3N_EMD-13181_S
7P3N_EMD-13181_R	7P3N_EMD-13181_R
7P3N_EMD-13181_Q	7P3N_EMD-13181_Q
7P3N_EMD-13181_G	7P3N_EMD-13181_G
7P3N_EMD-13181_D	7P3N_EMD-13181_D
7P3N_EMD-13181_A	7P3N_EMD-13181_A
7PCF_EMD-13319_C	7PCF_EMD-13319_C
7PCF_EMD-13319_B	7PCF_EMD-13319_B,9FNO_EMD-50600_B
7PCF_EMD-13319_A	7PCF_EMD-13319_A,9FNO_EMD-50600_A
7PD4_EMD-13330_A	7PD4_EMD-13330_A,7PDE_EMD-13335_A
7PDE_EMD-13335_B	7PDE_EMD-13335_B
7PE3_EMD-13346_A	7PE3_EMD-13346_A
7PIM_EMD-13442_B	7PIM_EMD-13442_B
7PIM_EMD-13442_A	7PIM_EMD-13442_A
7PKY_EMD-13482_A	7PKY_EMD-13482_A
7PTT_EMD-13637_A	7PTT_EMD-13637_A
7PTY_EMD-13643_A	7PTY_EMD-13643_A
7Q4V_EMD-13818_C	7Q4V_EMD-13818_C
7Q4V_EMD-13818_B	7Q4V_EMD-13818_B
7Q4V_EMD-13818_A	7Q4V_EMD-13818_A
7Q53_EMD-13824_B	7Q53_EMD-13824_B,7Q55_EMD-13826_B,7Q56_EMD-13827_B
7Q53_EMD-13824_A	7Q53_EMD-13824_A,7Q55_EMD-13826_A,7Q56_EMD-13827_A
7QCD_EMD-13895_F	7QCD_EMD-13895_F
7QCD_EMD-13895_E	7QCD_EMD-13895_E,7YQH_EMD-34025_G,8I13_EMD-35116_E,8WJN_EMD-37586_D
7QCD_EMD-13895_D	7QCD_EMD-13895_D,7YQH_EMD-34025_F,8I13_EMD-35116_D,8WJN_EMD-37586_C
7QCD_EMD-13895_C	7QCD_EMD-13895_C,7YLM_EMD-33914_C,7YQH_EMD-34025_C,8I13_EMD-35116_C,8I21_EMD-35128_C,8I4U_EMD-35184_C,8I4V_EMD-35185_C,8WJL_EMD-37584_C,8WJO_EMD-37587_C
7QCD_EMD-13895_B	7QCD_EMD-13895_B,7YLM_EMD-33914_B,7YQH_EMD-34025_B,8I13_EMD-35116_A,8I21_EMD-35128_A,8I4U_EMD-35184_B,8I4V_EMD-35185_B,8I4W_EMD-35186_B,8T8F_EMD-41098_D,8WJL_EMD-37584_A,8WJN_EMD-37586_A,8WJO_EMD-37587_B
7QCD_EMD-13895_A	7QCD_EMD-13895_A,7YLM_EMD-33914_A,7YQH_EMD-34025_A,8I13_EMD-35116_B,8I21_EMD-35128_B,8I4U_EMD-35184_A,8I4V_EMD-35185_A,8I4W_EMD-35186_A,8T8F_EMD-41098_C,8WJL_EMD-37584_B,8WJN_EMD-37586_B,8WJO_EMD-37587_A
7QE5_EMD-13930_B	7QE5_EMD-13930_B
7QE5_EMD-13930_A	7QE5_EMD-13930_A
7QID_EMD-10311_B	7QID_EMD-10311_B
7QID_EMD-10311_A	7QID_EMD-10311_A
7QIN_EMD-13991_L	7QIN_EMD-13991_L
